Zip_Code,Metro,City,Population_2012,Home_Ownership_2012,Renter_2012,Foreign_Born_2012,Poverty_Black_2012,Poverty_Hispanic_2012,Poverty_White_2012,Black_Insurance_Coverage_2012,Black_No_Insurance_Coverage_2012,Hispanic_Insurance_Coverage_2012,Hispanic_No_Insurance_Coverage_2012,White_Insurance_Coverage_2012,White_No_Insurance_Coverage_2012,Total_Income_2012,Total_Income_Black_2012,Total_Income_Hispanic_2012,Total_Income_White_2012,Population_Black_2012,Population_White_2012,Population_Hispanic_2012,Population_Other_2012,Population_2013,Home_Ownership_2013,Renter_2013,Foreign_Born_2013,Poverty_Black_2013,Poverty_Hispanic_2013,Poverty_White_2013,Black_Insurance_Coverage_2013,Black_No_Insurance_Coverage_2013,Hispanic_Insurance_Coverage_2013,Hispanic_No_Insurance_Coverage_2013,White_Insurance_Coverage_2013,White_No_Insurance_Coverage_2013,Total_Income_2013,Total_Income_Black_2013,Total_Income_Hispanic_2013,Total_Income_White_2013,Population_Black_2013,Population_White_2013,Population_Hispanic_2013,Population_Other_2013,Population_2014,Home_Ownership_2014,Renter_2014,Foreign_Born_2014,Poverty_Black_2014,Poverty_Hispanic_2014,Poverty_White_2014,Black_Insurance_Coverage_2014,Black_No_Insurance_Coverage_2014,Hispanic_Insurance_Coverage_2014,Hispanic_No_Insurance_Coverage_2014,White_Insurance_Coverage_2014,White_No_Insurance_Coverage_2014,Total_Income_2014,Total_Income_Black_2014,Total_Income_Hispanic_2014,Total_Income_White_2014,Population_Black_2014,Population_White_2014,Population_Hispanic_2014,Population_Other_2014,Population_2015,Home_Ownership_2015,Renter_2015,Foreign_Born_2015,Poverty_Black_2015,Poverty_Hispanic_2015,Poverty_White_2015,Black_Insurance_Coverage_2015,Black_No_Insurance_Coverage_2015,Hispanic_Insurance_Coverage_2015,Hispanic_No_Insurance_Coverage_2015,White_Insurance_Coverage_2015,White_No_Insurance_Coverage_2015,Total_Income_2015,Total_Income_Black_2015,Total_Income_Hispanic_2015,Total_Income_White_2015,Population_Black_2015,Population_White_2015,Population_Hispanic_2015,Population_Other_2015,Population_2016,Home_Ownership_2016,Renter_2016,Foreign_Born_2016,Poverty_Black_2016,Poverty_Hispanic_2016,Poverty_White_2016,Black_Insurance_Coverage_2016,Black_No_Insurance_Coverage_2016,Hispanic_Insurance_Coverage_2016,Hispanic_No_Insurance_Coverage_2016,White_Insurance_Coverage_2016,White_No_Insurance_Coverage_2016,Total_Income_2016,Total_Income_Black_2016,Total_Income_Hispanic_2016,Total_Income_White_2016,Population_Black_2016,Population_White_2016,Population_Hispanic_2016,Population_Other_2016,Population_2017,Home_Ownership_2017,Renter_2017,Foreign_Born_2017,Poverty_Black_2017,Poverty_Hispanic_2017,Poverty_White_2017,Black_Insurance_Coverage_2017,Black_No_Insurance_Coverage_2017,Hispanic_Insurance_Coverage_2017,Hispanic_No_Insurance_Coverage_2017,White_Insurance_Coverage_2017,White_No_Insurance_Coverage_2017,Total_Income_2017,Total_Income_Black_2017,Total_Income_Hispanic_2017,Total_Income_White_2017,Population_Black_2017,Population_White_2017,Population_Hispanic_2017,Population_Other_2017,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12
90022,Los Angeles-Long Beach-Anaheim,East Los Angeles,68657,25388,42262,29103,0,1474,2155,105,39,20324,20324,13119,13574,37453,16500,37598,42500,302,44986,68657,21087,70147,26870,42338,29507,0,1464,2128,78,43,21262,21262,14532,14501,38925,11947,39100,40842,258,48271,70147,19439,69516,26043,42637,29561,0,1536,2072,135,40,21635,21635,14556,14616,39051,18906,39375,40200,335,47859,69516,19255,68136,24638,42772,28372,0,1390,2174,152,38,23409,23409,14987,13290,37916,0,37959,44663,327,45708,68136,19958,67191,22712,43865,27133,0,1276,2065,122,16,25454,25454,14332,10682,40650,26429,40639,45000,282,40440,67191,24134,67446,23582,43237,27454,0,1270,2023,85,23,27571,27571,14907,7833,41276,38750,41306,43293,199,37967,67446,26707,246000,246200,246300,248000,250600,252000,252200,253000,255400,258400,261100,262900,263900,265800,269900,274100,278300,283400,288700,292800,295000,296300,297800,299700,301200,303800,307300,311200,314600,318000,320900,323700,326400,328200,329400,331700,334500,336800,339200,342000,344000,345500,347800,350100,352600,355700,359300,363100,367400,370600,373200,376000,378600,380500,383300,386700,389900,392600,396100,400400,403800,405400,406500,408300,410300,412100,413600,416300,420600,424900,427400,427500
90023,Los Angeles-Long Beach-Anaheim,Los Angeles,45663,11646,33138,22374,19,1426,1095,141,80,12586,12586,5657,5753,33875,39615,34442,29375,303,18842,45663,24989,45126,11895,32420,21271,18,1266,1123,163,83,13050,13050,5891,6399,33849,38750,34168,29219,357,19913,45126,23333,45886,12856,32377,21012,9,980,1142,292,86,14179,14179,7618,7128,37082,40859,37351,36471,527,23679,45886,19970,46288,12573,33051,21714,15,899,1138,255,89,15835,15835,9275,6860,35736,34375,36322,21861,487,26052,46288,18133,46611,13583,32375,21984,0,802,1439,257,51,17617,17617,11161,6784,37472,33594,38247,21860,423,29390,46611,15498,47229,14097,32451,22129,0,645,1644,264,45,19233,19233,13002,6181,40225,35208,40723,22467,459,31978,47229,13315,201000,201000,202200,205000,207900,210400,210800,210100,210500,212100,213000,214200,215500,218900,225900,234200,241000,246000,250900,255500,259900,263900,268000,270500,271900,273300,274300,275600,277200,280500,284400,286900,287700,288400,288500,290300,295400,299200,300200,301600,303700,304500,305500,307400,310600,314900,319300,323800,327900,331700,336000,339000,341100,345000,351000,356800,361200,364800,369800,374800,377700,379600,381400,382700,383700,384300,385600,388600,392300,396300,400200,401900
90024,Los Angeles-Long Beach-Anaheim,Los Angeles,50269,11646,24549,13586,60,23,1754,1230,98,4243,4243,21772,1626,61868,83325,51250,73225,1435,30322,50269,2339,50964,11544,25771,13580,62,25,1635,1150,119,3818,3818,21723,1882,54373,102625,40978,70029,1393,31424,50964,2166,50117,11411,25145,13149,54,38,1591,1075,192,3859,3859,21101,1767,59125,105417,40543,73911,1418,30419,50117,1891,50693,11180,25936,13429,0,34,1373,894,40,4826,4826,20407,1598,0,0,29115,74904,1053,29712,50693,2082,49737,11047,26330,14292,0,12,1408,739,79,4879,4879,20703,1318,57210,41154,24063,79481,911,30284,49737,1773,49718,10965,26034,13847,0,13,1467,680,86,4178,4178,18027,982,59418,43750,18547,82975,1040,29866,49718,1572,1541700,1545500,1553300,1569800,1596100,1622100,1643600,1661000,1676200,1694000,1725900,1761100,1788100,1817500,1863700,1904700,1939400,1980400,2019100,2049500,2073600,2085500,2087000,2087700,2086900,2092700,2105100,2123500,2139800,2150700,2165500,2177700,2187400,2205600,2225100,2239300,2253700,2271900,2284000,2292000,2300500,2317600,2331400,2336300,2340300,2357500,2383100,2411000,2431900,2435700,2430800,2435600,2443600,2448900,2460300,2487600,2519000,2539500,2545900,2553900,2567300,2584300,2596400,2599600,2604900,2616600,2628600,2643200,2664500,2689000,2719500,2748900
90025,Los Angeles-Long Beach-Anaheim,Los Angeles,42932,11361,30825,14622,9,160,3190,943,246,3616,3616,16113,2940,72625,81212,49107,74545,1302,25535,42932,4645,43555,11284,31469,14961,14,155,3384,852,271,3341,3341,16917,2987,73478,82615,45014,75852,1227,26673,43555,4262,45284,11468,33151,16777,15,183,3385,539,173,3331,3331,17953,3168,71278,86101,53854,70658,873,28250,45284,3687,46107,11715,33713,16625,18,123,3235,843,155,3902,3902,18818,3201,71183,75213,51228,69300,1149,29579,46107,1981,46520,11993,33790,15746,4,151,3250,1128,132,4390,4390,19281,2642,72653,75439,58998,73203,1364,29304,46520,2764,47453,12720,33963,16641,5,120,3535,1121,142,4541,4541,19714,1969,78713,69180,61224,79994,1469,29585,47453,2991,849900,850600,852500,853100,860000,875800,888100,893500,901700,914600,925700,934200,941400,955500,976100,996000,1017800,1044000,1073000,1101400,1124100,1136000,1145600,1156800,1171900,1186600,1203300,1220600,1234400,1242200,1248900,1250400,1249400,1254600,1267000,1283500,1300300,1314000,1322700,1332500,1343900,1355300,1366000,1374100,1381600,1392800,1403300,1408300,1414200,1425300,1439400,1449400,1454400,1461100,1470500,1479400,1483300,1488000,1498100,1507100,1505700,1499700,1503800,1520300,1537600,1547300,1554500,1570900,1598800,1624000,1642100,1661400
90026,Los Angeles-Long Beach-Anaheim,Los Angeles,69615,14798,52996,32127,31,818,4253,1052,445,11909,11909,17488,13102,44901,21018,35816,64872,2126,42983,69615,10165,68726,13965,53045,31064,34,746,4186,1139,352,11904,11904,18355,12779,44327,20745,35883,66959,2027,43685,68726,9740,67986,14548,51767,29739,48,832,4378,1275,286,12726,12726,20335,11763,46435,29861,37242,72062,2077,44464,67986,8034,68520,15014,51840,29337,25,921,4063,1232,242,14804,14804,21064,10034,47993,29420,37449,75959,2114,42330,68520,8776,67557,15647,50200,26445,36,819,3885,1409,367,15364,15364,20564,7628,51568,33750,37832,80613,2464,37810,67557,12128,68609,16221,50782,26107,65,754,3597,1584,406,16164,16164,20372,5550,54342,35322,38756,81414,2734,35056,68609,15639,464400,463400,464400,467600,474300,483200,491700,497800,505300,515800,527500,538700,549300,560300,573500,586700,597800,607500,618400,629700,640800,649600,656800,661600,663500,666800,672900,679900,686100,691500,694400,697200,701300,704100,705800,709900,719100,729600,737400,740600,740600,739900,740800,741700,743600,747400,751800,757200,763900,769900,775400,779400,783100,787700,795300,806000,815600,820800,827700,836400,842000,843800,846500,853700,863900,873100,881700,892100,902600,914000,927500,943500
90027,Los Angeles-Long Beach-Anaheim,Los Angeles,45702,11553,32169,19476,22,179,2663,804,219,4300,4300,16188,5695,47210,52035,38690,47342,1257,30671,45702,5192,45942,11145,32757,19000,28,153,2878,841,277,4778,4778,16546,5471,47993,50426,37819,49602,1343,30895,45942,5839,46025,10948,33222,18593,31,190,2987,744,325,4836,4836,16956,5171,50316,50188,41429,50258,1272,30595,46025,5583,46646,10784,34079,18424,13,160,3357,838,235,5423,5423,18205,4518,51595,51827,39915,53159,1277,31282,46646,6386,46043,10296,34185,17779,16,147,3664,902,220,5328,5328,18734,3758,52922,55589,43401,53694,1332,30711,46043,5858,45616,10155,33860,17126,19,79,3666,831,188,5613,5613,19165,3028,58344,57743,45812,61528,1129,30666,45616,5944,969200,963200,961800,972000,985900,995600,1008300,1021200,1028900,1033300,1037800,1038800,1048300,1074900,1104000,1122600,1142900,1174100,1204400,1229000,1243700,1250100,1255800,1263100,1265300,1257300,1247000,1248100,1251200,1240700,1228900,1228100,1239100,1257500,1268000,1275000,1287600,1303900,1311900,1314400,1319100,1332200,1344200,1349800,1358000,1371100,1384000,1393400,1402300,1411600,1427200,1443100,1453400,1458200,1462800,1470900,1483700,1501900,1520400,1535700,1544100,1548600,1555800,1569900,1583800,1596100,1609800,1623800,1635700,1649000,1666200,1682500
90028,Los Angeles-Long Beach-Anaheim,Los Angeles,28254,1589,25403,11599,72,178,1631,780,510,2645,2645,8317,4731,30393,21881,32201,31563,1713,16273,28254,6552,28151,1822,24827,10939,133,191,1725,813,708,2981,2981,8870,4623,30953,28446,31647,31455,1829,16520,28151,6077,29994,1621,26608,11555,217,219,1841,832,773,3524,3524,10041,4569,31742,22314,32860,33374,1965,17966,29994,6360,30380,1817,26558,12004,249,259,2040,1003,727,3971,3971,10324,3999,33582,26250,34946,34763,2093,17376,30380,7325,31122,1584,27460,11698,248,227,1898,1546,707,4492,4492,10499,3822,35729,31607,35625,36022,2605,17317,31122,7168,31054,2013,27019,11211,205,236,1955,1802,573,5108,5108,11335,3104,40068,35667,41623,39806,2797,17480,31054,6057,625300,609900,604800,605400,605500,606700,608600,613000,619600,625800,633600,644300,655200,665800,678400,687600,695300,704100,711000,711400,709600,709300,713500,719400,724500,727600,731200,737800,752900,777100,798800,807900,808900,816200,828800,837800,845200,856800,870800,883300,890900,885300,879400,885900,901700,912500,917400,923200,926900,916700,898300,888400,888700,893300,905900,920000,923800,919600,917300,916300,923800,943600,968400,989500,1003500,1007300,1006900,1010500,1023600,1040100,1055500,1071400
90029,Los Angeles-Long Beach-Anaheim,Los Angeles,39437,3771,33864,23017,41,540,1347,683,346,6120,6120,6571,5061,35502,25321,32188,39880,1562,16288,39437,14524,40208,4292,34101,23087,22,616,1332,411,391,6331,6331,6691,5448,36979,19063,34295,41141,1327,16655,40208,15000,40161,4137,34135,22670,25,504,1345,454,314,6335,6335,7277,5550,35253,20750,32205,42034,1220,17533,40161,13647,40472,4026,34540,22122,27,556,1592,553,303,6433,6433,7623,5159,33912,21693,31165,42074,1359,17207,40472,14175,40242,4200,34032,21919,30,502,1510,454,145,7348,7348,7585,4035,35132,22083,30815,44911,975,15565,40242,15652,38843,4470,32427,20595,11,497,1605,624,134,8120,8120,7939,3239,37379,34150,34050,46793,1124,14832,38843,14780,409100,408400,410600,415100,420800,426400,429700,433300,440100,447900,453700,457900,459300,461200,470000,483400,495100,504500,514200,521300,519800,517400,526100,540100,550800,559100,562800,564100,567400,572500,576900,581500,589900,602800,613500,625100,638600,651700,666500,682100,692700,699900,705700,708600,710600,715400,723200,731400,736900,736800,736500,739400,740800,738700,740200,746800,756800,765400,771700,776300,778700,777000,773400,772000,776300,784300,791700,797400,802100,806600,813800,814900
90031,Los Angeles-Long Beach-Anaheim,Los Angeles,39990,11230,27897,19893,0,528,770,228,192,8649,8649,5471,3741,33019,26277,32251,60433,528,14852,39990,12612,40052,12243,26859,19891,0,562,695,260,146,9189,9189,5330,3508,34655,25580,33671,61528,493,14195,40052,13632,39333,12151,26320,19702,0,515,609,308,126,9491,9491,5690,3545,34656,26181,32718,70179,543,14751,39333,12459,39422,12224,26275,19206,0,440,721,210,39,10557,10557,6375,2998,34994,0,33750,62966,291,14861,39422,12955,38940,12039,25928,18375,0,338,828,231,8,10911,10911,6708,2566,36801,55104,35169,66685,299,14550,38940,13488,39103,12419,25598,17997,8,244,848,262,8,11199,11199,6936,2229,41126,51111,37030,69706,359,14204,39103,13694,276500,277000,279100,282000,283900,285200,286900,289200,292100,294900,297400,299400,301800,306400,312900,318500,325400,334100,342900,349300,354600,360100,366300,370400,372800,376900,382600,388100,392400,396500,400400,403300,405400,405900,404000,403600,406800,410400,413500,417900,422900,427100,428800,428200,429600,434400,441300,448000,453800,457000,459800,463300,465800,468900,474600,481700,487200,491200,495700,502400,507900,513400,520100,526400,530300,533600,539600,548800,558500,570000,581500,591500
90032,Los Angeles-Long Beach-Anaheim,Los Angeles,49242,24787,22535,18957,0,555,1692,607,155,14821,14821,11783,6697,46695,49211,45270,59494,1060,29840,49242,11970,47784,23490,22347,18174,0,588,1488,483,129,14536,14536,10986,6177,46508,42305,44442,58804,903,26842,47784,13256,47309,23120,22155,18014,0,609,1243,481,101,15292,15292,10710,5173,45208,37344,42692,73913,818,24778,47309,15843,47099,22290,22730,17286,3,710,1220,549,94,16592,16592,11069,3653,45457,35461,42547,75833,929,22642,47099,17704,47285,22504,22522,17035,13,752,1175,527,48,17881,17881,10843,2906,45218,41008,43644,74375,826,20817,47285,19597,47766,22596,22754,16523,9,736,1116,521,52,18548,18548,10786,2403,47370,42727,46179,73309,733,20915,47766,19669,269200,270700,273500,278300,283200,287200,290600,293100,295800,299000,302900,307000,311100,315000,320400,325700,330700,335800,341600,346200,349500,352000,353200,353200,353400,354300,356300,360100,365600,371100,376700,382000,386100,389600,392600,394900,397700,400600,403200,407200,410900,412200,413000,413600,414400,416400,420800,426600,432200,436100,440500,445100,448800,451900,456400,463400,473000,482400,490500,498900,506500,511100,514800,519700,524500,529000,534600,541400,547800,554300,562400,570700
90033,Los Angeles-Long Beach-Anaheim,Los Angeles,49048,10082,36774,23438,1,1205,1261,266,132,13065,13065,7868,8033,28773,20565,29602,37212,712,27210,49048,17598,49049,9053,37857,23166,9,1067,1120,228,166,13178,13178,7409,7470,28005,16793,29324,26875,669,25094,49049,19326,48567,8880,37844,23258,5,1124,1231,267,182,14437,14437,9069,7089,27190,17000,27755,32727,722,26976,48567,17111,48277,8865,37595,22102,6,1098,1403,299,91,15927,15927,10857,6480,27622,17311,28253,36806,694,29225,48277,14815,49156,8388,38960,22009,9,1182,1416,348,68,17386,17386,12940,6417,29499,16818,29832,50700,776,32622,49156,12315,48841,8244,38806,21494,10,988,1579,375,52,18523,18523,14451,5638,31683,23864,32097,53500,797,34717,48841,9682,203800,204000,204700,206800,208600,209400,210700,212400,214000,216300,219700,222700,225400,229800,235800,242100,248800,255900,260600,264200,268200,272200,273900,274100,274500,277300,282500,287100,289200,291200,294500,296900,298700,301400,303500,305900,309900,313100,314300,317200,323400,329900,334800,338800,340900,341600,343100,346100,350100,353700,356600,359400,361900,363500,365600,369200,373800,378900,385800,393200,397900,400800,403600,406300,408800,411300,415700,421400,428900,436500,441600,444300
90034,Los Angeles-Long Beach-Anaheim,Los Angeles,59305,13684,43935,21441,28,485,3564,2890,1179,6425,6425,19368,6316,56930,51571,39840,66851,5567,33857,59305,5085,58703,12961,44121,21060,25,588,3715,2808,1080,6963,6963,20035,6893,56946,52250,41735,67780,5382,35220,58703,3652,58968,12573,44804,21005,28,588,3818,2803,926,7477,7477,20163,7172,56743,50656,41778,67052,5052,35974,58968,3250,58069,12689,43736,20934,37,387,3719,3039,790,7336,7336,19701,6779,58004,50816,46961,66057,5231,35021,58069,3607,57443,12032,43828,20233,53,249,3714,3354,703,8028,8028,20322,5715,60965,48036,49511,69564,5513,34131,57443,3424,56070,11803,42956,19461,22,212,3920,3642,484,8030,8030,20575,4494,65572,59342,51250,75849,5495,32939,56070,4123,658700,658400,658600,662400,669900,676000,679600,682800,688100,696700,708500,720800,732100,743800,758500,772500,784700,799300,815800,829800,841200,853000,862700,866200,865900,868800,876000,883000,888000,891500,893800,894400,894500,894700,894700,895800,900100,906000,911300,918200,926600,934500,941900,949400,958300,970800,984800,1001500,1019700,1033900,1047800,1064100,1075700,1081000,1089800,1104400,1118000,1127300,1145100,1173000,1195900,1210600,1221000,1226600,1237400,1260400,1286200,1305600,1322200,1338500,1354200,1362900
90035,Los Angeles-Long Beach-Anaheim,Los Angeles,30553,11634,18132,8664,0,0,2182,1556,580,1742,1742,12303,1866,73161,46579,79414,76796,3244,21425,30553,1727,30999,11367,18867,8076,0,0,2095,1394,624,1780,1780,12572,1885,75863,44531,80000,77818,2964,21964,30999,1796,31399,11745,18946,8055,0,0,1816,1328,539,1965,1965,13140,1921,75327,56141,80916,75901,2752,22568,31399,1881,30852,11201,18932,8197,14,29,1925,1276,485,1775,1775,12771,1824,73794,58521,78281,72204,2500,22445,30852,1858,30582,10895,18961,8188,15,43,1968,1174,356,1858,1858,12907,1401,74667,61415,70815,74821,2254,22712,30582,1815,29920,10618,18507,8144,16,44,1875,1141,317,2018,2018,13053,1054,76677,62024,72750,76680,2199,22383,29920,1772,865600,867900,867300,872800,886000,898400,900600,896800,895800,900000,905700,912100,921300,935400,959000,982700,1004800,1027600,1059800,1094000,1118900,1139700,1166900,1191800,1208900,1224000,1236700,1246400,1255400,1264600,1272300,1272500,1274300,1276000,1272800,1273100,1283500,1293300,1298000,1305700,1318300,1327900,1331300,1337600,1353900,1369700,1380800,1388700,1396200,1398800,1403600,1410000,1419500,1433600,1448000,1458400,1468700,1483800,1507400,1533500,1550500,1562600,1569100,1562800,1550800,1550500,1564800,1587600,1607300,1617900,1622000,1628500
90036,Los Angeles-Long Beach-Anaheim,Los Angeles,35942,7100,28205,9633,15,30,2781,1437,338,1746,1746,15054,2425,72264,83362,49941,73989,2309,23277,35942,1589,36101,6843,28626,10908,21,65,2890,1294,298,1838,1838,14901,2476,71589,84390,55913,72666,1932,23018,36101,1670,36425,7338,28458,10649,0,61,3126,887,109,2012,2012,16043,2439,71049,79231,59107,72579,1320,23883,36425,1822,37640,7936,29025,11298,9,41,3206,965,145,2200,2200,17076,2183,69894,103056,57054,71330,1392,25531,37640,1839,37931,7523,29766,11420,11,95,3332,1293,185,2404,2404,17300,1843,71917,95179,58529,74254,1932,24798,37931,1933,38116,7538,29879,11549,13,89,3491,1236,142,2549,2549,17492,1502,74279,97986,62522,77526,1865,24964,38116,2005,947400,936000,930000,932600,942200,949900,954900,961900,976100,995200,1017800,1039700,1062000,1089400,1122100,1145000,1161500,1187500,1220300,1244100,1258900,1267100,1269900,1270600,1271100,1276200,1284900,1290700,1297400,1307500,1312200,1312900,1315400,1315700,1315700,1327000,1346300,1362900,1379300,1398900,1410700,1416900,1436700,1467300,1487400,1508600,1541200,1568400,1582400,1589600,1592600,1606600,1627000,1637000,1642700,1651700,1671300,1698100,1724700,1751000,1777200,1789700,1791000,1792300,1799000,1809300,1813200,1817700,1816500,1801200,1789700,1794300
90037,Los Angeles-Long Beach-Anaheim,Los Angeles,60867,16371,42931,27087,151,1808,440,4828,2496,12164,12164,3368,3671,27072,21647,29523,16250,12561,10750,60867,35947,61845,17518,42388,27861,202,1770,514,4732,2583,12836,12836,3205,3630,26796,21790,29067,50469,12511,10841,61845,36795,61536,16568,42892,27824,306,1821,557,4761,2547,13290,13290,3736,3757,26638,21924,29147,51042,11990,12350,61536,35099,62872,16979,43572,27543,317,1711,631,5469,2392,15143,15143,4793,4239,27179,22103,29659,43068,12773,14854,62872,33262,61451,15841,43300,26504,293,1772,786,5300,2142,16443,16443,5918,4477,27129,20046,30787,43400,12000,17240,61451,29745,63238,17515,43337,27307,307,1687,867,5634,1685,18735,18735,7470,4558,31045,20280,33981,45833,11420,20313,63238,28959,208700,208600,210100,213100,215100,215000,215500,216800,218000,219200,222600,227100,231200,235100,239800,244100,248300,252500,256600,261100,265100,267400,269200,271000,272600,274300,276000,277300,278200,280100,282700,284200,285000,287100,290200,294200,298200,302500,307800,313100,317000,319900,321800,323300,326600,330500,333100,334700,335700,336200,337700,339700,341200,343400,348400,355000,361000,365600,371000,377600,382100,383700,384700,387700,391200,393800,394400,398500,406300,413800,418400,422300
